활동 종류,날짜,즐겨찾기,제목,거리,칼로리,시간,평균 심박,최대심박,유산소 훈련 효과,평균 수영 케이던스,최고 수영 케이던스,평균 페이스,최대 페이스,총 상승,총 하강,평균 보폭,평균 수직 비율,평균 수직 진동,평균 지면 접촉 시간,평균 GAP,평균 수영 케이던스,최고 수영 케이던스,Normalized Power® (NP®),Training Stress Score®,최대 평균파워(20분),평균 파워,최대 파워,총 스트로크,평균 Swolf,평균 스트로크 속도,걸음,총 반복 횟수,총 세트,바디 배터리 방전,최저 온도,감압,최고 랩 기록,랩 수,최고 온도,평균 응답,최소 응답,최대 응답,평균 스트레스,최대 스트레스,이동 시간,경과 시간,최저 해발,최고 해발
트레드밀 러닝,2025-08-28 18:04:26,false,"트레드밀 러닝","10.01","422","00:59:35","119","147","2.1","176","184","5:57","5:06","--","--","0.96","8.6","8.2","257","--","--","--","267","0.0","--","266","327","--","--","--","10,448","--","--","-3","--","아니오","00:00:03.7","11","--","--","--","--","--","--","00:59:19","00:59:35","--","--"
근력 훈련,2025-08-28 12:32:46,false,"근력 훈련","0.00","161","00:30:56","98","119","0.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","24","12","1","-1","--","아니오","00:30:56","1","--","--","--","--","--","--","00:30:56","00:30:56","--","--"
실내 자전거타기,2025-08-28 07:09:06,false,"실내 자전거타기","4.99","133","00:10:09","137","149","2.0","--","--","29.5","33.5","--","--","--","--","--","--","--","85","117","200","11.4","--","196","308","871","--","--","--","--","--","--","29.0","아니오","00:10:09","1","30.0","33","24","39","--","--","00:10:09","00:10:09","--","--"
트레드밀 러닝,2025-08-27 18:13:36,false,"트레드밀 러닝","9.02","458","00:44:47","138","181","2.7","186","204","4:58","3:46","--","--","1.08","7.5","8.1","234","--","--","--","313","0.0","--","310","426","--","--","--","8,276","--","--","-5","--","아니오","00:00:05.3","10","--","--","--","--","--","--","00:44:43","00:44:47","--","--"
근력 훈련,2025-08-27 12:31:42,false,"근력 훈련","0.00","195","00:35:04","101","124","0.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","14","7","1","-2","--","아니오","00:35:04","1","--","--","--","--","--","--","00:35:04","00:35:04","--","--"
실내 자전거타기,2025-08-27 04:34:06,false,"실내 자전거타기","18.07","675","01:00:16","129","145","2.6","--","--","18.0","29.2","--","--","--","--","--","--","--","80","106","167","48.8","170","164","305","4867","--","--","--","--","--","--","28.0","아니오","01:00:16","1","31.0","30","18","36","--","--","01:00:16","01:00:16","--","--"
트레드밀 러닝,2025-08-26 18:07:51,false,"트레드밀 러닝","10.02","588","00:49:58","141","153","3.0","187","194","4:59","4:46","--","--","1.07","7.5","8.0","234","--","--","--","311","0.0","--","310","338","--","--","--","9,294","--","--","--","--","아니오","00:00:05.4","11","--","--","--","--","--","--","00:49:49","00:49:58","--","--"
근력 훈련,2025-08-26 12:32:29,false,"근력 훈련","0.00","172","00:30:02","102","128","0.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","46","23","1","-1","--","아니오","00:30:02","1","--","--","--","--","--","--","00:30:02","00:30:02","--","--"
실내 자전거타기,2025-08-26 07:15:04,false,"실내 자전거타기","4.78","121","00:10:16","134","145","1.5","--","--","27.9","32.2","--","--","--","--","--","--","--","76","92","178","8.9","--","174","269","780","--","--","--","--","--","--","29.0","아니오","00:10:16","1","31.0","30","19","36","--","--","00:10:16","00:10:16","--","--"
트레드밀 러닝,2025-08-25 18:05:04,false,"트레드밀 러닝","9.01","384","00:54:03","116","126","1.5","174","181","6:00","5:19","--","--","0.96","8.6","8.3","259","--","--","--","265","0.0","--","264","313","--","--","--","9,396","--","--","--","--","아니오","00:00:03.6","10","--","--","--","--","--","--","00:53:39","00:54:31","--","--"
근력 훈련,2025-08-25 12:30:35,false,"근력 훈련","0.00","186","00:30:06","105","140","0.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","10","5","1","--","--","아니오","00:30:06","1","--","--","--","--","--","--","00:30:06","00:30:06","--","--"
풀 수영,2025-08-25 07:04:59,false,"풀 수영","1,500","483","00:42:33","134","152","3.1","--","--","1:56","0:48","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","657","40","23","--","--","--","--","--","아니오","00:00:06.5","22","--","--","--","--","--","--","00:28:58","00:45:46","--","--"
실내 자전거타기,2025-08-24 05:00:00,false,"실내 자전거타기","18.00","503","00:48:55","129","146","2.3","--","--","22.1","26.6","--","--","--","--","--","--","--","78","90","152","32.1","146","148","272","3806","--","--","--","--","--","--","29.0","아니오","00:48:55","1","32.0","30","12","40","--","--","00:48:51","01:03:10","--","--"
풀 수영,2025-08-23 09:04:23,false,"풀 수영","1,500","482","00:36:50","146","158","3.3","--","--","2:26","1:54","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","810","50","22","--","--","--","--","--","아니오","00:00:02.7","6","--","--","--","--","--","--","00:36:24","00:37:26","--","--"
러닝,2025-08-23 08:39:02,false,"러닝","1.01","74","00:06:18.8","140","153","1.2","181","190","6:16","5:05","3","2","0.86","8.5","7.3","252","6:19","--","--","258","0.0","--","253","358","--","--","--","1,162","--","--","-1","--","아니오","00:00:02.4","2","--","--","--","--","--","--","00:06:18.4","00:06:18.8","7","10"
러닝,2025-08-23 07:04:56,false,"러닝","16.02","1,086","01:27:15","146","162","3.8","187","197","5:27","4:35","33","29","0.97","7.8","7.6","239","5:27","--","--","294","0.0","--","292","384","--","--","--","16,444","--","--","-23","--","아니오","00:00:03.8","17","--","--","--","--","--","--","01:26:57","01:32:32","5","15"
트레드밀 러닝,2025-08-22 12:18:05,false,"트레드밀 러닝","7.02","463","00:38:37","141","161","3.1","181","204","5:30","4:27","--","--","1.00","8.0","8.0","245","--","--","--","286","0.0","--","283","344","--","--","--","6,966","--","--","-3","--","아니오","00:00:05.9","8","--","--","--","--","--","--","00:38:19","00:38:37","--","--"
트레드밀 러닝,2025-08-21 12:18:12,false,"트레드밀 러닝","8.03","446","00:39:10","137","154","2.8","189","200","4:53","4:01","--","--","1.08","7.3","7.9","229","--","--","--","317","0.0","--","315","407","--","--","--","7,364","--","--","-8","--","아니오","00:00:08.8","9","--","--","--","--","--","--","00:39:02","00:39:12","--","--"
근력 훈련,2025-08-21 08:08:35,false,"근력 훈련","0.00","213","00:30:49","110","144","0.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","14","7","1","-10","--","아니오","00:30:49","1","--","--","--","--","--","--","00:30:49","00:30:49","--","--"
트레드밀 러닝,2025-08-20 12:19:49,false,"트레드밀 러닝","6.01","368","00:30:08","144","168","3.0","188","202","5:01","3:51","--","--","1.06","7.4","7.9","232","--","--","--","310","0.0","--","307","423","--","--","--","5,660","--","--","-4","--","아니오","00:00:03.2","7","--","--","--","--","--","--","00:29:51","00:30:08","--","--"
풀 수영,2025-08-20 07:22:47,false,"풀 수영","575","228","00:27:19","114","140","1.6","--","--","2:17","0:59","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","305","47","23","--","--","--","--","--","아니오","00:00:14.9","22","--","--","--","--","--","--","00:13:05","00:27:30","--","--"
실내 자전거타기,2025-08-19 11:24:00,false,"실내 자전거타기","11.94","331","00:30:15","130","153","2.2","--","--","23.7","30.5","--","--","--","--","--","--","--","78","90","164","23.0","163","159","341","2359","--","--","--","--","--","--","29.0","아니오","00:00:10.8","2","31.0","31","17","38","--","--","00:30:12","00:30:15","--","--"
근력 훈련,2025-08-18 19:16:25,false,"근력 훈련","0.00","53","00:10:07","95","115","0.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","1","-1","--","아니오","00:10:07","1","--","--","--","--","--","--","00:10:07","00:10:07","--","--"
트레드밀 러닝,2025-08-18 18:10:50,false,"트레드밀 러닝","10.03","469","01:00:25","121","129","2.0","173","179","6:01","5:17","--","--","0.96","8.7","8.4","261","--","--","--","265","0.0","--","264","316","--","--","--","10,416","--","--","-7","--","아니오","00:00:10.4","11","--","--","--","--","--","--","01:00:02","01:00:56","--","--"
풀 수영,2025-08-18 07:11:01,false,"풀 수영","700","266","00:40:02","104","140","1.4","--","--","1:46","0:43","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","249","35","20","--","--","--","--","--","아니오","00:00:07.9","46","--","--","--","--","--","--","00:12:20","00:40:23","--","--"
도로 사이클링,2025-08-17 06:22:16,false,"도로 사이클링","131.10","2,911","04:30:51","133","162","4.7","--","--","29.0","54.1","947","947","--","--","--","--","--","81","119","186","277.0","191","156","639","19773","--","--","--","--","--","--","27.0","아니오","00:03:14.0","27","35.0","31","15","42","--","--","04:30:33","04:59:35","7","77"
풀 수영,2025-08-16 14:02:31,false,"풀 수영","1,800","532","00:42:37","141","150","3.2","--","--","2:19","1:50","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","989","48","24","--","--","--","--","--","아니오","00:00:05.6","5","--","--","--","--","--","--","00:41:37","00:43:15","--","--"
러닝,2025-08-16 13:31:28,false,"러닝","3.01","180","00:13:03","157","170","2.7","192","204","4:20","3:12","5","4","1.18","6.6","7.8","211","4:17","--","--","375","0.0","--","366","510","--","--","--","2,538","--","--","-2","--","아니오","00:00:02.2","4","--","--","--","--","--","--","00:12:55","00:13:03","6","10"
실내 자전거타기,2025-08-16 12:34:46,false,"실내 자전거타기","15.39","423","00:40:36","120","146","2.1","--","--","22.7","38.6","--","--","--","--","--","--","--","72","100","158","29.7","152","151","410","2947","--","--","--","--","--","--","29.0","아니오","00:40:36","1","31.0","27","19","37","--","--","00:40:32","00:40:36","--","--"
실내 자전거타기,2025-08-15 21:11:32,false,"실내 자전거타기","21.01","575","00:55:12","126","149","2.3","--","--","22.8","37.4","--","--","--","--","--","--","--","72","86","155","39.0","155","151","393","3980","--","--","--","--","--","--","28.0","아니오","00:55:12","1","32.0","29","19","39","--","--","00:55:11","00:55:12","--","--"
트레드밀 러닝,2025-08-14 08:43:21,false,"트레드밀 러닝","42.03","1,493","04:07:56","119","140","2.8","176","190","5:54","4:52","--","--","0.96","8.5","8.2","256","--","--","--","269","0.0","--","268","340","--","--","--","43,606","--","--","-11","--","아니오","00:00:09.6","43","--","--","--","--","--","--","04:06:11","04:10:47","--","--"
근력 훈련,2025-08-13 19:00:18,false,"근력 훈련","0.00","76","00:11:06","107","124","0.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","22","11","1","-1","--","아니오","00:11:06","1","--","--","--","--","--","--","00:11:06","00:11:06","--","--"
트레드밀 러닝,2025-08-13 18:06:46,false,"트레드밀 러닝","10.01","550","00:50:17","140","156","2.9","186","200","5:01","4:15","--","--","1.07","7.5","8.0","234","--","--","--","309","0.0","--","306","374","--","--","--","9,334","--","--","-9","--","아니오","00:00:02.4","11","--","--","--","--","--","--","00:49:52","00:50:17","--","--"
풀 수영,2025-08-13 07:20:08,false,"풀 수영","625","220","00:31:04","105","147","1.7","--","--","2:14","0:23","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","302","46","22","--","--","--","--","--","아니오","00:00:03.1","42","--","--","--","--","--","--","00:13:58","00:31:16","--","--"
풀 수영,2025-08-13 07:08:02,false,"풀 수영","200","62","00:11:36","92","144","0.4","--","--","3:06","2:12","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","94","58","15","--","--","--","--","--","아니오","00:00:12.2","18","--","--","--","--","--","--","00:06:10.8","00:11:41","--","--"
실내 자전거타기,2025-08-12 20:58:23,false,"실내 자전거타기","17.29","548","00:52:01","131","151","2.4","--","--","19.9","30.6","--","--","--","--","--","--","--","73","87","157","37.4","169","153","296","3819","--","--","--","--","--","--","28.0","아니오","00:52:01","1","32.0","31","19","39","--","--","00:51:58","00:53:30","--","--"
실내 자전거타기,2025-08-12 07:04:49,false,"실내 자전거타기","5.05","131","00:10:09","140","154","2.0","--","--","29.8","36.7","--","--","--","--","--","--","--","85","104","195","10.9","--","191","353","863","--","--","--","--","--","--","28.0","아니오","00:10:09","1","30.0","33","24","43","--","--","00:10:06","00:10:09","--","--"
트레드밀 러닝,2025-08-11 18:07:02,false,"트레드밀 러닝","10.04","476","00:58:33","125","131","2.1","176","186","5:50","5:14","--","--","0.97","8.5","8.2","256","--","--","--","272","0.0","--","271","303","--","--","--","10,278","--","--","-4","--","아니오","00:00:13.5","11","--","--","--","--","--","--","00:58:30","00:58:36","--","--"
근력 훈련,2025-08-11 12:13:28,false,"근력 훈련","0.00","183","00:32:30","101","134","0.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","26","13","1","-1","--","아니오","00:32:30","1","--","--","--","--","--","--","00:32:30","00:32:30","--","--"
풀 수영,2025-08-11 07:21:29,false,"풀 수영","825","273","00:30:01","121","148","2.1","--","--","1:51","0:56","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","342","38","22","--","--","--","--","--","아니오","00:00:05.0","26","--","--","--","--","--","--","00:15:17","00:30:06","--","--"
실내 자전거타기,2025-08-10 06:22:48,false,"실내 자전거타기","99.10","2,687","04:47:33","116","152","3.7","--","--","20.7","32.4","--","--","--","--","--","--","--","74","118","137","158.9","150","133","398","21259","--","--","--","--","--","--","28.0","아니오","04:47:33","1","32.0","25","14","38","--","--","04:46:50","05:15:58","--","--"
러닝,2025-08-09 15:37:40,false,"러닝","22.01","1,445","02:01:16","144","164","4.2","188","199","5:31","4:37","50","46","0.96","7.8","7.5","239","5:31","--","--","287","0.0","--","286","431","--","--","--","22,930","--","--","-19","--","아니오","00:00:02.3","23","--","--","--","--","--","--","02:00:46","02:11:23","-1","11"
실내 자전거타기,2025-08-09 11:37:48,false,"실내 자전거타기","21.23","552","01:00:03","119","140","2.0","--","--","21.2","32.9","--","--","--","--","--","--","--","68","102","133","31.1","130","130","397","4095","--","--","--","--","--","--","29.0","아니오","01:00:03","1","32.0","26","16","33","--","--","00:59:53","01:10:37","--","--"
근력 훈련,2025-08-08 18:38:38,false,"근력 훈련","0.00","70","00:12:01","100","120","0.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","12","6","1","-1","--","아니오","00:12:01","1","--","--","--","--","--","--","00:12:01","00:12:01","--","--"
트레드밀 러닝,2025-08-08 18:07:33,false,"트레드밀 러닝","5.00","267","00:26:57","130","140","2.0","184","192","5:23","4:58","--","--","1.01","7.8","7.9","241","--","--","--","290","0.0","--","287","323","--","--","--","4,952","--","--","-2","--","아니오","00:05:16.8","5","--","--","--","--","--","--","00:26:44","00:26:57","--","--"
풀 수영,2025-08-08 07:11:29,false,"풀 수영","625","331","00:39:46","119","146","2.1","--","--","1:53","0:43","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","277","39","24","--","--","--","--","--","아니오","00:00:07.2","45","--","--","--","--","--","--","00:11:47","00:39:51","--","--"
근력 훈련,2025-08-07 19:12:37,false,"근력 훈련","0.00","109","00:20:01","100","134","0.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","8","4","1","-1","--","아니오","00:20:01","1","--","--","--","--","--","--","00:20:01","00:20:01","--","--"
트레드밀 러닝,2025-08-07 18:06:34,false,"트레드밀 러닝","11.01","541","01:02:34","130","149","2.4","178","188","5:41","5:00","--","--","0.99","8.3","8.2","251","--","--","--","278","0.0","--","276","327","--","--","--","11,136","--","--","-4","--","아니오","00:00:02.2","12","--","--","--","--","--","--","01:02:12","01:02:54","--","--"
실내 자전거타기,2025-08-07 07:07:08,false,"실내 자전거타기","4.27","110","00:10:14","126","141","1.2","--","--","25.0","33.4","--","--","--","--","--","--","--","73","93","160","7.4","--","157","305","743","--","--","--","--","--","--","29.0","아니오","00:10:14","1","30.0","27","20","33","--","--","00:10:12","00:10:14","--","--"
근력 훈련,2025-08-06 18:54:49,false,"근력 훈련","0.00","83","00:11:48","109","129","0.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","18","9","1","-1","--","아니오","00:11:48","1","--","--","--","--","--","--","00:11:48","00:11:48","--","--"
트레드밀 러닝,2025-08-06 18:17:31,false,"트레드밀 러닝","7.01","363","00:34:53","135","157","2.4","189","208","4:59","3:51","--","--","1.07","7.4","7.8","230","--","--","--","314","0.0","--","309","423","--","--","--","6,558","--","--","-6","--","아니오","00:00:01.9","8","--","--","--","--","--","--","00:34:30","00:35:14","--","--"
풀 수영,2025-08-06 07:08:35,false,"풀 수영","750","346","00:41:44","117","155","2.1","--","--","2:06","1:03","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","383","44","24","--","--","--","--","--","아니오","00:00:06.8","43","--","--","--","--","--","--","00:15:48","00:48:10","--","--"
근력 훈련,2025-08-05 18:43:38,false,"근력 훈련","0.00","135","00:20:37","107","135","0.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","22","11","1","-2","--","아니오","00:20:37","1","--","--","--","--","--","--","00:20:37","00:20:37","--","--"
트레드밀 러닝,2025-08-05 18:05:43,false,"트레드밀 러닝","7.01","382","00:37:05","134","147","2.4","184","193","5:17","4:47","--","--","1.03","7.8","8.0","240","--","--","--","296","0.0","--","293","329","--","--","--","6,796","--","--","-5","--","아니오","00:00:02.5","8","--","--","--","--","--","--","00:36:47","00:37:05","--","--"
실내 자전거타기,2025-08-05 07:01:49,false,"실내 자전거타기","4.01","102","00:10:09","114","124","0.8","--","--","23.7","29.1","--","--","--","--","--","--","--","73","89","146","6.1","--","144","285","737","--","--","--","--","--","--","30.0","아니오","00:10:09","1","31.0","27","18","36","--","--","00:10:07","00:10:09","--","--"
근력 훈련,2025-08-04 18:34:32,false,"근력 훈련","0.00","240","00:51:30","96","130","0.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","16","8","1","-3","--","아니오","00:51:30","1","--","--","--","--","--","--","00:51:30","00:51:30","--","--"
트레드밀 러닝,2025-08-04 17:41:53,false,"트레드밀 러닝","10.01","552","00:50:21","140","162","3.0","185","210","5:02","3:35","--","--","1.08","7.3","7.9","228","--","--","--","315","0.0","--","306","444","--","--","--","9,290","--","--","-8","--","아니오","00:00:01.6","11","--","--","--","--","--","--","00:48:31","00:50:21","--","--"
실내 자전거타기,2025-08-03 08:56:35,false,"실내 자전거타기","33.78","976","02:05:32","109","141","2.4","--","--","16.1","30.5","--","--","--","--","--","--","--","67","124","110","44.8","117","107","346","8450","--","--","--","--","--","--","29.0","아니오","02:05:32","1","33.0","23","13","33","--","--","02:04:53","02:18:23","--","--"
트레드밀 러닝,2025-08-02 07:14:32,false,"트레드밀 러닝","10.25","579","00:52:31","141","160","3.1","186","198","5:07","4:34","--","--","1.05","7.6","7.9","235","--","--","--","305","0.0","--","302","343","--","--","--","9,758","--","--","--","--","아니오","00:01:30.1","11","--","--","--","--","--","--","00:52:10","00:53:25","--","--"
러닝,2025-08-01 04:23:44,false,"러닝","20.73","1,352","02:02:46","136","151","3.7","186","196","5:55","4:43","15","15","0.90","8.2","7.4","247","5:56","--","--","267","0.0","--","266","358","--","--","--","22,830","--","--","--","--","아니오","00:04:08.2","21","--","--","--","--","--","--","02:02:29","02:09:44","3","11"
실외 수영,2025-07-31 17:21:11,false,"실외 수영","813","249","00:34:24","111","139","1.3","--","--","4:14","1:09","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","557","81","16","--","--","--","--","26.0","아니오","00:16:46","2","27.0","--","--","--","--","--","00:22:12","00:34:24","--","--"
실내 자전거타기,2025-07-31 04:17:13,false,"실내 자전거타기","10.39","284","00:39:10","98","107","1.1","--","--","15.9","19.1","--","--","--","--","--","--","--","59","71","99","11.3","101","98","148","2316","--","--","--","--","--","--","29.0","아니오","00:39:10","1","32.0","22","15","27","--","--","00:38:53","00:39:10","--","--"
러닝,2025-07-30 10:50:45,false,"러닝","7.50","516","00:42:15","146","165","3.3","183","200","5:38","5:13","42","34","0.97","8.1","7.8","245","5:36","--","--","495","0.0","--","305","2,095","--","--","--","7,718","--","--","-11","--","아니오","00:02:48.5","8","--","--","--","--","--","--","00:42:00","00:44:27","14","28"
실내 자전거타기,2025-07-30 09:40:40,false,"실내 자전거타기","14.14","403","00:51:16","102","126","1.6","--","--","16.5","32.3","--","--","--","--","--","--","--","67","99","111","18.5","117","108","306","3462","--","--","--","--","--","--","29.0","아니오","00:51:16","1","31.0","22","16","31","--","--","00:51:12","00:51:16","--","--"
풀 수영,2025-07-29 13:04:37,false,"풀 수영","1,575","349","00:41:44","120","132","2.0","--","--","2:21","1:18","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","861","49","23","--","--","--","--","--","아니오","00:00:20.6","12","--","--","--","--","--","--","00:37:06","00:41:49","--","--"
실내 자전거타기,2025-07-29 09:58:04,false,"실내 자전거타기","33.18","1,149","02:24:08","108","124","2.6","--","--","13.8","27.4","--","--","--","--","--","--","--","62","140","114","54.6","124","110","307","8981","--","--","--","--","--","--","29.0","아니오","02:24:08","1","31.0","23","14","32","--","--","02:23:08","02:34:05","--","--"
러닝,2025-07-28 08:24:52,false,"러닝","10.01","739","01:05:03","146","163","3.2","179","192","6:30","4:46","56","60","0.85","8.7","7.4","256","6:27","--","--","253","0.0","--","249","378","--","--","--","11,698","--","--","-6","--","아니오","00:00:02.8","11","--","--","--","--","--","--","01:04:33","01:07:57","12","27"
풀 수영,2025-07-28 07:08:52,false,"풀 수영","1,150","364","00:43:16","122","156","2.5","--","--","1:38","0:52","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","434","34","23","--","--","--","--","--","아니오","00:00:10.7","49","--","--","--","--","--","--","00:18:47","00:43:21","--","--"
러닝,2025-07-27 10:56:55,false,"러닝","2.01","148","00:10:38","167","175","2.6","183","192","5:18","4:33","2","1","1.03","7.7","7.9","237","5:11","--","--","307","0.0","--","302","366","--","--","--","1,958","--","--","-2","--","아니오","00:00:02.8","3","--","--","--","--","--","--","00:10:30","00:10:38","25","28"
도로 사이클링,2025-07-27 06:22:06,false,"도로 사이클링","95.40","2,140","03:14:44","147","177","4.9","--","--","29.4","60.4","652","652","--","--","--","--","--","85","127","196","223.5","209","160","681","14730","--","--","--","--","--","--","28.0","아니오","00:01:10.7","20","44.0","34","19","46","--","--","03:14:25","04:30:06","7","75"
실내 자전거타기,2025-07-26 07:56:31,false,"실내 자전거타기","18.85","648","01:30:17","104","120","2.1","--","--","12.5","25.2","--","--","--","--","--","--","--","67","112","99","26.2","103","97","200","6019","--","--","--","--","--","--","29.0","아니오","01:30:17","1","32.0","23","15","30","--","--","01:29:16","01:33:51","--","--"
트레드밀 러닝,2025-07-25 18:06:27,false,"트레드밀 러닝","15.00","718","01:25:08","128","140","2.4","180","189","5:40","4:29","--","--","0.98","8.2","8.0","249","--","--","--","277","0.0","--","275","366","--","--","--","15,294","--","--","--","--","아니오","00:05:21.1","15","--","--","--","--","--","--","01:24:48","01:25:08","--","--"
풀 수영,2025-07-25 07:07:03,false,"풀 수영","600","412","00:41:50","128","167","2.6","--","--","1:56","0:50","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","297","41","26","--","--","--","--","--","아니오","00:00:03.2","52","--","--","--","--","--","--","00:11:37","00:41:55","--","--"
러닝,2025-07-25 07:06:41,false,"러닝","0.00","--","00:00:01.9","107","108","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","2","--","--","--","--","아니오","00:00:01.9","1","--","--","--","--","--","--","00:00:00","00:00:01.9","41","41"
트레드밀 러닝,2025-07-24 18:48:22,false,"트레드밀 러닝","5.51","348","00:28:07","146","162","3.0","186","200","5:06","4:38","--","--","1.05","7.6","7.9","235","--","--","--","306","0.0","--","302","339","--","--","--","5,238","--","--","-5","--","아니오","00:02:46.8","6","--","--","--","--","--","--","00:27:56","00:28:07","--","--"
근력 훈련,2025-07-24 18:06:17,false,"근력 훈련","0.00","180","00:41:06","91","118","0.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","22","11","1","-3","--","아니오","00:41:06","1","--","--","--","--","--","--","00:41:06","00:41:06","--","--"
실내 자전거타기,2025-07-24 06:58:13,false,"실내 자전거타기","5.97","185","00:20:13","109","127","1.2","--","--","17.7","25.4","--","--","--","--","--","--","--","70","96","133","10.5","131","129","265","1406","--","--","--","--","--","--","29.0","아니오","00:20:13","1","30.0","25","18","31","--","--","00:20:09","00:20:13","--","--"
근력 훈련,2025-07-23 18:43:53,false,"근력 훈련","0.00","179","00:26:45","109","133","0.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","14","7","1","-3","--","아니오","00:26:45","1","--","--","--","--","--","--","00:26:45","00:26:45","--","--"
트레드밀 러닝,2025-07-23 18:07:29,false,"트레드밀 러닝","7.01","388","00:35:43","137","169","2.6","182","206","5:06","3:26","--","--","1.08","7.6","8.1","237","--","--","--","314","0.0","--","304","452","--","--","--","6,552","--","--","-6","--","아니오","00:00:02.5","8","--","--","--","--","--","--","00:35:06","00:35:43","--","--"
풀 수영,2025-07-23 07:05:52,false,"풀 수영","825","352","00:44:35","115","146","2.0","--","--","1:49","0:34","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","338","38","23","--","--","--","--","--","아니오","00:00:09.4","41","--","--","--","--","--","--","00:15:00","00:44:40","--","--"
실내 자전거타기,2025-07-22 19:05:37,false,"실내 자전거타기","0.00","198","00:25:02","113","121","0.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","--","--","아니오","00:25:02","1","--","--","--","--","--","--","00:00:00","00:25:02","--","--"
트레드밀 러닝,2025-07-22 18:22:19,false,"트레드밀 러닝","7.51","418","00:41:28","132","144","2.3","181","189","5:31","4:59","--","--","1.00","8.1","8.1","247","--","--","--","284","0.0","--","282","332","--","--","--","7,456","--","--","-2","--","아니오","00:03:06.1","8","--","--","--","--","--","--","00:41:26","00:41:28","--","--"
근력 훈련,2025-07-21 12:33:45,false,"근력 훈련","0.00","306","00:46:58","111","142","1.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","8","4","1","-4","--","아니오","00:46:58","1","--","--","--","--","--","--","00:46:58","00:46:58","--","--"
풀 수영,2025-07-21 07:08:55,false,"풀 수영","1,125","428","00:40:43","130","157","2.9","--","--","1:53","0:54","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","493","39","23","--","--","--","--","--","아니오","00:00:13.6","28","--","--","--","--","--","--","00:21:06","00:40:49","--","--"
풀 수영,2025-07-20 09:00:55,false,"풀 수영","1,700","530","00:46:10","141","164","3.2","--","--","2:24","0:49","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","901","49","22","--","--","--","--","--","아니오","00:00:04.7","8","--","--","--","--","--","--","00:40:53","00:46:57","--","--"
트레드밀 러닝,2025-07-20 06:20:39,false,"트레드밀 러닝","20.01","1,005","01:59:11","131","148","2.8","175","190","5:57","4:49","--","--","0.96","8.5","8.1","255","--","--","--","269","0.0","--","264","349","--","--","--","20,910","--","--","-10","--","아니오","00:00:01.7","21","--","--","--","--","--","--","01:57:39","01:59:11","--","--"
실내 자전거타기,2025-07-19 09:03:14,false,"실내 자전거타기","26.71","916","02:07:19","106","125","2.4","--","--","12.6","24.8","--","--","--","--","--","--","--","63","91","102","39.3","107","97","224","7929","--","--","--","--","--","--","28.0","아니오","02:07:19","1","31.0","23","14","30","--","--","02:04:50","02:07:19","--","--"
